<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2000.01.24;20:00:00;1.00270;1.00770;1.00170;1.00710;530;0;50
2000.01.25;00:00:00;1.00700;1.00750;1.00570;1.00690;325;0;50
2000.01.25;04:00:00;1.00720;1.00960;1.00700;1.00830;705;0;50
2000.01.25;08:00:00;1.00830;1.00920;1.00320;1.00340;1525;0;50
2000.01.25;12:00:00;1.00350;1.00540;0.99920;1.00390;1651;0;50
2000.01.25;16:00:00;1.00430;1.00720;1.00310;1.00380;1219;0;50
2000.01.25;20:00:00;1.00370;1.00400;1.00010;1.00120;534;0;50
2000.01.26;00:00:00;1.00120;1.00350;1.00090;1.00220;776;0;50
2000.01.26;04:00:00;1.00250;1.00290;1.00140;1.00220;879;0;50
2000.01.26;08:00:00;1.00220;1.00550;1.00010;1.00310;1758;0;50
2000.01.26;12:00:00;1.00290;1.00340;1.00070;1.00150;1583;0;50
2000.01.26;16:00:00;1.00130;1.00220;1.00000;1.00060;1456;0;50
2000.01.26;20:00:00;1.00050;1.00210;0.99950;1.00030;694;0;50
2000.01.27;00:00:00;1.00070;1.00100;0.99890;1.00040;873;0;50
2000.01.27;04:00:00;1.00060;1.00150;0.99970;1.00130;890;0;50
2000.01.27;08:00:00;1.00110;1.00300;0.99940;1.00050;1801;0;50
2000.01.27;12:00:00;1.00060;1.00160;0.99060;0.99180;1912;0;50
2000.01.27;16:00:00;0.99180;0.99200;0.98680;0.98800;1395;0;50
2000.01.27;20:00:00;0.98830;0.98920;0.98720;0.98820;410;0;50
2000.01.28;00:00:00;0.98830;0.98950;0.98640;0.98730;563;0;50
2000.01.28;04:00:00;0.98740;0.98920;0.98660;0.98870;623;0;50
2000.01.28;08:00:00;0.98830;0.98880;0.98310;0.98570;1704;0;50
2000.01.28;12:00:00;0.98530;0.98700;0.98360;0.98460;1694;0;50
2000.01.28;16:00:00;0.98420;0.98520;0.97360;0.97710;1659;0;50
2000.01.28;20:00:00;0.97690;0.97850;0.97440;0.97490;643;0;50
2000.01.31;00:00:00;0.97730;0.98050;0.97720;0.97930;432;0;50
2000.01.31;04:00:00;0.97950;0.98220;0.97930;0.98000;668;0;50
2000.01.31;08:00:00;0.98020;0.98200;0.97840;0.98170;1667;0;50
2000.01.31;12:00:00;0.98160;0.98290;0.97850;0.97940;1607;0;50
2000.01.31;16:00:00;0.97950;0.98040;0.96770;0.96980;1366;0;50
2000.01.31;20:00:00;0.96990;0.97140;0.96670;0.97110;581;0;50
2000.02.01;00:00:00;0.97110;0.97180;0.96980;0.97070;512;0;50
2000.02.01;04:00:00;0.97040;0.97150;0.96970;0.97040;602;0;50
2000.02.01;08:00:00;0.97050;0.97120;0.96670;0.96890;1605;0;50
2000.02.01;12:00:00;0.96880;0.97650;0.96830;0.97430;1856;0;50
2000.02.01;16:00:00;0.97420;0.97820;0.96900;0.97160;1468;0;50
2000.02.01;20:00:00;0.97160;0.97350;0.97080;0.97130;745;0;50
2000.02.02;00:00:00;0.97130;0.97240;0.97000;0.97090;531;0;50
2000.02.02;04:00:00;0.97100;0.97370;0.96940;0.97340;758;0;50
2000.02.02;08:00:00;0.97370;0.97500;0.97020;0.97150;1635;0;50
2000.02.02;12:00:00;0.97160;0.97330;0.97000;0.97130;1559;0;50
2000.02.02;16:00:00;0.97130;0.97830;0.96950;0.97780;1403;0;50
2000.02.02;20:00:00;0.97760;0.98080;0.97400;0.97650;858;0;50
2000.02.03;00:00:00;0.97670;0.97760;0.97430;0.97490;582;0;50
2000.02.03;04:00:00;0.97460;0.97520;0.97200;0.97360;914;0;50
2000.02.03;08:00:00;0.97320;0.97480;0.97190;0.97330;1579;0;50
2000.02.03;12:00:00;0.97350;0.98030;0.97100;0.97880;2183;0;50
2000.02.03;16:00:00;0.97890;0.99470;0.97880;0.98890;1637;0;50
2000.02.03;20:00:00;0.98880;0.99130;0.98850;0.98980;784;0;50
2000.02.04;00:00:00;0.99000;0.99150;0.98830;0.98900;635;0;50
2000.02.04;04:00:00;0.98920;0.99080;0.98850;0.98980;624;0;50
2000.02.04;08:00:00;0.98930;0.99400;0.98630;0.98740;2206;0;50
2000.02.04;12:00:00;0.98730;0.98750;0.97850;0.98090;1898;0;50
2000.02.04;16:00:00;0.98070;0.98450;0.97470;0.98220;1503;0;50
2000.02.04;20:00:00;0.98220;0.98450;0.98190;0.98400;514;0;50
2000.02.07;00:00:00;0.98320;0.98320;0.98110;0.98180;157;0;50
2000.02.07;04:00:00;0.98170;0.98220;0.98050;0.98110;421;0;50
2000.02.07;08:00:00;0.98120;0.98270;0.97920;0.98070;1796;0;50
2000.02.07;12:00:00;0.98090;0.98140;0.97540;0.97690;1529;0;50
2000.02.07;16:00:00;0.97680;0.98120;0.97620;0.97900;1264;0;50
2000.02.07;20:00:00;0.97940;0.98160;0.97870;0.98090;554;0;50
2000.02.08;00:00:00;0.98100;0.98150;0.97970;0.98100;498;0;50
2000.02.08;04:00:00;0.98120;0.98250;0.98010;0.98110;748;0;50
2000.02.08;08:00:00;0.98110;0.98830;0.97860;0.98660;1785;0;50
2000.02.08;12:00:00;0.98650;0.99140;0.98560;0.98780;1814;0;50
2000.02.08;16:00:00;0.98720;0.98860;0.98470;0.98750;1366;0;50
2000.02.08;20:00:00;0.98730;0.98750;0.98500;0.98590;588;0;50
2000.02.09;00:00:00;0.98600;0.98930;0.98560;0.98840;605;0;50
2000.02.09;04:00:00;0.98850;0.98920;0.98700;0.98810;690;0;50
2000.02.09;08:00:00;0.98760;0.99410;0.98660;0.99030;1824;0;50
2000.02.09;12:00:00;0.99030;0.99710;0.98830;0.99360;2182;0;50
2000.02.09;16:00:00;0.99370;0.99460;0.98860;0.99270;1507;0;50
2000.02.09;20:00:00;0.99260;0.99450;0.99130;0.99340;661;0;50
2000.02.10;00:00:00;0.99340;0.99400;0.99220;0.99290;593;0;50
2000.02.10;04:00:00;0.99290;0.99620;0.99060;0.99260;820;0;50
2000.02.10;08:00:00;0.99260;0.99370;0.98900;0.99030;1679;0;50
2000.02.10;12:00:00;0.99040;0.99100;0.98560;0.98820;1702;0;50
2000.02.10;16:00:00;0.98820;0.99020;0.98310;0.98810;1570;0;50
2000.02.10;20:00:00;0.98740;0.98830;0.98430;0.98520;715;0;50
2000.02.11;00:00:00;0.98530;0.98670;0.98500;0.98580;607;0;50
2000.02.11;04:00:00;0.98570;0.98680;0.98440;0.98500;653;0;50
2000.02.11;08:00:00;0.98510;0.98750;0.98320;0.98450;1674;0;50
2000.02.11;12:00:00;0.98460;0.98490;0.97860;0.98160;1569;0;50
2000.02.11;16:00:00;0.98170;0.98620;0.98170;0.98540;1406;0;50
2000.02.11;20:00:00;0.98590;0.98860;0.98490;0.98840;387;0;50
2000.02.14;00:00:00;0.98770;0.98770;0.98540;0.98610;600;0;50
2000.02.14;04:00:00;0.98640;0.98980;0.98530;0.98860;747;0;50
2000.02.14;08:00:00;0.98890;0.99160;0.98710;0.98990;1549;0;50
2000.02.14;12:00:00;0.99020;0.99080;0.98240;0.98350;1476;0;50
2000.02.14;16:00:00;0.98360;0.98390;0.97760;0.97940;1318;0;50
2000.02.14;20:00:00;0.97950;0.98180;0.97780;0.97850;555;0;50
2000.02.15;00:00:00;0.97810;0.97990;0.97800;0.97880;499;0;50
2000.02.15;04:00:00;0.97890;0.98060;0.97770;0.97990;633;0;50
2000.02.15;08:00:00;0.97990;0.98150;0.97840;0.98060;1483;0;50
2000.02.15;12:00:00;0.98050;0.98140;0.97630;0.97790;1767;0;50
2000.02.15;16:00:00;0.97800;0.98620;0.97720;0.98320;1511;0;50
2000.02.15;20:00:00;0.98330;0.98370;0.98080;0.98130;629;0;50
2000.02.16;00:00:00;0.98150;0.98220;0.98070;0.98120;479;0;50
2000.02.16;04:00:00;0.98160;0.98260;0.98100;0.98140;564;0;50
2000.02.16;08:00:00;0.98120;0.98190;0.97900;0.98070;1448;0;50
2000.02.16;12:00:00;0.98070;0.98390;0.97910;0.98270;1431;0;50
2000.02.16;16:00:00;0.98310;0.98700;0.98250;0.98530;1336;0;50
2000.02.16;20:00:00;0.98550;0.98780;0.98480;0.98630;433;0;50
2000.02.17;00:00:00;0.98620;0.98660;0.98520;0.98540;483;0;50
2000.02.17;04:00:00;0.98530;0.98740;0.98490;0.98610;562;0;50
2000.02.17;08:00:00;0.98630;0.99580;0.98510;0.99380;1660;0;50
2000.02.17;12:00:00;0.99370;0.99440;0.98840;0.98980;1654;0;50
2000.02.17;16:00:00;0.98990;0.99270;0.98370;0.98830;1321;0;50
2000.02.17;20:00:00;0.98850;0.98920;0.98680;0.98800;636;0;50
2000.02.18;00:00:00;0.98810;0.98950;0.98670;0.98890;676;0;50
2000.02.18;04:00:00;0.98900;0.99020;0.98820;0.98980;643;0;50
2000.02.18;08:00:00;0.98960;0.98980;0.98470;0.98610;1642;0;50
2000.02.18;12:00:00;0.98630;0.98740;0.98090;0.98280;1740;0;50
2000.02.18;16:00:00;0.98280;0.98620;0.98210;0.98460;924;0;50
2000.02.18;20:00:00;0.98440;0.98680;0.98310;0.98450;365;0;50
2000.02.21;00:00:00;0.98540;0.98660;0.98470;0.98610;329;0;50
2000.02.21;04:00:00;0.98630;0.98810;0.98540;0.98620;518;0;50
2000.02.21;08:00:00;0.98620;0.98890;0.98590;0.98680;1622;0;50
2000.02.21;12:00:00;0.98670;0.98770;0.98430;0.98610;1587;0;50
2000.02.21;16:00:00;0.98620;0.98780;0.98570;0.98720;1061;0;50
2000.02.21;20:00:00;0.98700;0.98780;0.98660;0.98780;268;0;50
2000.02.22;00:00:00;0.98780;0.99310;0.98740;0.99290;561;0;50
2000.02.22;04:00:00;0.99270;0.99470;0.99210;0.99270;631;0;50
2000.02.22;08:00:00;0.99280;1.00210;0.99200;0.99770;1724;0;50
2000.02.22;12:00:00;0.99790;1.00370;0.99780;1.00270;1574;0;50
2000.02.22;16:00:00;1.00290;1.00810;1.00270;1.00690;1315;0;50
2000.02.22;20:00:00;1.00700;1.00790;1.00240;1.00390;576;0;50
2000.02.23;00:00:00;1.00380;1.00700;1.00380;1.00630;329;0;50
2000.02.23;04:00:00;1.00630;1.00740;1.00470;1.00620;446;0;50
2000.02.23;08:00:00;1.00620;1.00890;1.00290;1.00510;1657;0;50
2000.02.23;12:00:00;1.00510;1.00700;1.00350;1.00560;1527;0;50
2000.02.23;16:00:00;1.00560;1.00570;1.00130;1.00170;1294;0;50
2000.02.23;20:00:00;1.00170;1.00410;1.00110;1.00360;552;0;50
2000.02.24;00:00:00;1.00350;1.00400;1.00150;1.00320;556;0;50
2000.02.24;04:00:00;1.00330;1.00420;1.00120;1.00220;809;0;50
2000.02.24;08:00:00;1.00230;1.00310;0.99590;0.99670;1632;0;50
2000.02.24;12:00:00;0.99650;0.99650;0.98880;0.99290;1638;0;50
2000.02.24;16:00:00;0.99270;0.99630;0.99170;0.99490;1164;0;50
2000.02.24;20:00:00;0.99500;0.99620;0.99070;0.99110;633;0;50
2000.02.25;00:00:00;0.99140;0.99230;0.99080;0.99170;516;0;50
2000.02.25;04:00:00;0.99180;0.99300;0.99020;0.99130;703;0;50
2000.02.25;08:00:00;0.99120;0.99220;0.98650;0.98840;1672;0;50
2000.02.25;12:00:00;0.98830;0.98860;0.98010;0.98150;1809;0;50
2000.02.25;16:00:00;0.98130;0.98310;0.97220;0.97420;1433;0;50
2000.02.25;20:00:00;0.97420;0.97560;0.97320;0.97460;434;0;50
2000.02.28;00:00:00;0.97280;0.97320;0.96740;0.96890;650;0;50
2000.02.28;04:00:00;0.96880;0.96940;0.94010;0.95850;1318;0;50
2000.02.28;08:00:00;0.95900;0.97250;0.95570;0.96770;1645;0;50
2000.02.28;12:00:00;0.96770;0.97110;0.96180;0.96760;1905;0;50
2000.02.28;16:00:00;0.96790;0.97290;0.96520;0.97060;1434;0;50
2000.02.28;20:00:00;0.97060;0.97330;0.96890;0.97080;705;0;50
2000.02.29;00:00:00;0.97070;0.97120;0.96600;0.97020;854;0;50
2000.02.29;04:00:00;0.97000;0.97300;0.96710;0.96850;686;0;50
2000.02.29;08:00:00;0.96840;0.98720;0.96430;0.97430;2247;0;50
2000.02.29;12:00:00;0.97460;0.97650;0.96600;0.96740;1874;0;50
2000.02.29;16:00:00;0.96720;0.96850;0.96220;0.96690;1386;0;50
2000.02.29;20:00:00;0.96670;0.96840;0.96330;0.96350;571;0;50
2000.03.01;00:00:00;0.96350;0.96700;0.96260;0.96670;913;0;50
2000.03.01;04:00:00;0.96680;0.97180;0.96670;0.96910;949;0;50
2000.03.01;08:00:00;0.96910;0.97130;0.96520;0.96940;1629;0;50
2000.03.01;12:00:00;0.96970;0.97010;0.96470;0.96740;1548;0;50
2000.03.01;16:00:00;0.96730;0.97670;0.96660;0.97580;1422;0;50
2000.03.01;20:00:00;0.97570;0.97600;0.97210;0.97270;686;0;50
2000.03.02;00:00:00;0.97280;0.97430;0.96880;0.97380;922;0;50
2000.03.02;04:00:00;0.97350;0.97640;0.97340;0.97460;1038;0;50
2000.03.02;08:00:00;0.97450;0.97930;0.96910;0.97040;1849;0;50
2000.03.02;12:00:00;0.97060;0.97870;0.96940;0.97230;1875;0;50
2000.03.02;16:00:00;0.97220;0.97270;0.96150;0.96630;1521;0;50
2000.03.02;20:00:00;0.96630;0.96700;0.96270;0.96330;633;0;50
2000.03.03;00:00:00;0.96300;0.96600;0.96260;0.96370;861;0;50
2000.03.03;04:00:00;0.96370;0.96770;0.96070;0.96620;1032;0;50
2000.03.03;08:00:00;0.96640;0.96780;0.96310;0.96620;1675;0;50
2000.03.03;12:00:00;0.96680;0.96760;0.96180;0.96220;1739;0;50
2000.03.03;16:00:00;0.96230;0.96460;0.95950;0.96100;1276;0;50
2000.03.03;20:00:00;0.96110;0.96250;0.95770;0.96070;554;0;50
2000.03.06;00:00:00;0.95670;0.95860;0.95590;0.95760;674;0;50
2000.03.06;04:00:00;0.95770;0.95930;0.95650;0.95770;770;0;50
2000.03.06;08:00:00;0.95790;0.96720;0.95730;0.96600;1612;0;50
2000.03.06;12:00:00;0.96590;0.96650;0.95950;0.95990;1551;0;50
2000.03.06;16:00:00;0.95980;0.96340;0.95730;0.95830;1256;0;50
2000.03.06;20:00:00;0.95810;0.96030;0.95770;0.95790;680;0;50
2000.03.07;00:00:00;0.95790;0.95920;0.95730;0.95860;662;0;50
2000.03.07;04:00:00;0.95840;0.96050;0.95810;0.96040;866;0;50
2000.03.07;08:00:00;0.96040;0.96240;0.95750;0.96110;1672;0;50
2000.03.07;12:00:00;0.96120;0.96230;0.95600;0.95830;1796;0;50
2000.03.07;16:00:00;0.95830;0.96230;0.95250;0.95640;1464;0;50
2000.03.07;20:00:00;0.95660;0.96000;0.95590;0.95850;793;0;50
2000.03.08;00:00:00;0.95830;0.96030;0.95690;0.95910;863;0;50
2000.03.08;04:00:00;0.95910;0.96130;0.95760;0.96080;873;0;50
2000.03.08;08:00:00;0.96070;0.96170;0.95450;0.95520;1834;0;50
2000.03.08;12:00:00;0.95520;0.95710;0.95210;0.95490;1651;0;50
2000.03.08;16:00:00;0.95500;0.96310;0.95390;0.96080;1343;0;50
2000.03.08;20:00:00;0.96080;0.96210;0.96020;0.96150;684;0;50
2000.03.09;00:00:00;0.96140;0.96470;0.96120;0.96180;896;0;50
2000.03.09;04:00:00;0.96160;0.96400;0.96100;0.96250;936;0;50
2000.03.09;08:00:00;0.96280;0.96530;0.95950;0.96330;1660;0;50
2000.03.09;12:00:00;0.96310;0.96490;0.96100;0.96490;1658;0;50
2000.03.09;16:00:00;0.96410;0.96980;0.96400;0.96860;1358;0;50
2000.03.09;20:00:00;0.96870;0.96890;0.96560;0.96730;713;0;50
2000.03.10;00:00:00;0.96730;0.96900;0.96580;0.96870;835;0;50
2000.03.10;04:00:00;0.96900;0.96900;0.96560;0.96740;988;0;50
2000.03.10;08:00:00;0.96720;0.96810;0.96490;0.96680;1562;0;50
2000.03.10;12:00:00;0.96630;0.96680;0.95990;0.96350;1787;0;50
2000.03.10;16:00:00;0.96320;0.96690;0.96300;0.96430;1184;0;50
2000.03.10;20:00:00;0.96440;0.96450;0.96150;0.96390;466;0;50
2000.03.13;00:00:00;0.96270;0.96510;0.96160;0.96510;754;0;50
2000.03.13;04:00:00;0.96490;0.96650;0.96380;0.96590;761;0;50
2000.03.13;08:00:00;0.96590;0.97300;0.96540;0.96910;1604;0;50
2000.03.13;12:00:00;0.96900;0.97240;0.96800;0.96930;1629;0;50
2000.03.13;16:00:00;0.96940;0.97040;0.96170;0.96410;1311;0;50
2000.03.13;20:00:00;0.96400;0.96600;0.96330;0.96450;759;0;50
2000.03.14;00:00:00;0.96460;0.96540;0.96340;0.96470;743;0;50
2000.03.14;04:00:00;0.96450;0.96550;0.96180;0.96460;844;0;50
2000.03.14;08:00:00;0.96450;0.96500;0.96100;0.96280;1387;0;50
2000.03.14;12:00:00;0.96290;0.96640;0.96060;0.96570;1630;0;50
2000.03.14;16:00:00;0.96560;0.96660;0.95900;0.96620;1366;0;50
2000.03.14;20:00:00;0.96640;0.96920;0.96610;0.96850;793;0;50
2000.03.15;00:00:00;0.96840;0.96900;0.96620;0.96640;712;0;50
2000.03.15;04:00:00;0.96600;0.96790;0.96600;0.96740;814;0;50
2000.03.15;08:00:00;0.96740;0.97010;0.96400;0.96530;1598;0;50
2000.03.15;12:00:00;0.96540;0.96910;0.96400;0.96750;1603;0;50
2000.03.15;16:00:00;0.96760;0.97140;0.96680;0.96900;1279;0;50
2000.03.15;20:00:00;0.96930;0.96970;0.96500;0.96530;748;0;50
2000.03.16;00:00:00;0.96510;0.96700;0.96460;0.96570;580;0;50
2000.03.16;04:00:00;0.96560;0.97040;0.96520;0.96960;794;0;50
2000.03.16;08:00:00;0.96950;0.97080;0.96790;0.96880;1558;0;50
2000.03.16;12:00:00;0.96890;0.97020;0.96490;0.96870;1714;0;50
2000.03.16;16:00:00;0.96840;0.97400;0.96760;0.97060;1321;0;50
2000.03.16;20:00:00;0.97040;0.97190;0.96910;0.97040;702;0;50
2000.03.17;00:00:00;0.97020;0.97180;0.96920;0.96950;677;0;50
2000.03.17;04:00:00;0.96950;0.97150;0.96910;0.97060;653;0;50
2000.03.17;08:00:00;0.97070;0.97180;0.96620;0.96760;1620;0;50
2000.03.17;12:00:00;0.96710;0.96920;0.96570;0.96810;1485;0;50
2000.03.17;16:00:00;0.96860;0.97200;0.96750;0.97170;1329;0;50
2000.03.17;20:00:00;0.97160;0.97320;0.97060;0.97290;590;0;50
2000.03.20;00:00:00;0.97250;0.97270;0.97050;0.97180;608;0;50
2000.03.20;04:00:00;0.97200;0.97290;0.97090;0.97160;677;0;50
2000.03.20;08:00:00;0.97190;0.97460;0.97000;0.97160;1659;0;50
2000.03.20;12:00:00;0.97180;0.97220;0.96930;0.97040;1478;0;50
2000.03.20;16:00:00;0.97050;0.97390;0.96840;0.97320;1220;0;50
2000.03.20;20:00:00;0.97320;0.97410;0.97230;0.97270;461;0;50
2000.03.21;00:00:00;0.97290;0.97360;0.97150;0.97260;772;0;50
2000.03.21;04:00:00;0.97270;0.97400;0.97190;0.97230;751;0;50
2000.03.21;08:00:00;0.97220;0.97370;0.97100;0.97160;1490;0;50
2000.03.21;12:00:00;0.97170;0.97250;0.96900;0.97170;1645;0;50
2000.03.21;16:00:00;0.97180;0.97240;0.96400;0.96530;1274;0;50
2000.03.21;20:00:00;0.96570;0.96660;0.96030;0.96090;827;0;50
2000.03.22;00:00:00;0.96070;0.96150;0.95730;0.96060;780;0;50
2000.03.22;04:00:00;0.96060;0.96190;0.95850;0.96160;768;0;50
2000.03.22;08:00:00;0.96140;0.96280;0.95890;0.96130;1751;0;50
2000.03.22;12:00:00;0.96090;0.96140;0.95780;0.96010;1557;0;50
2000.03.22;16:00:00;0.96000;0.96320;0.95840;0.96170;1237;0;50
2000.03.22;20:00:00;0.96190;0.96190;0.95960;0.96050;661;0;50
2000.03.23;00:00:00;0.96020;0.96150;0.96020;0.96070;569;0;50
2000.03.23;04:00:00;0.96060;0.96260;0.96020;0.96230;607;0;50
2000.03.23;08:00:00;0.96230;0.96370;0.96010;0.96260;1568;0;50
2000.03.23;12:00:00;0.96260;0.97120;0.96160;0.97090;1830;0;50
2000.03.23;16:00:00;0.97130;0.97280;0.96850;0.97210;1200;0;50
2000.03.23;20:00:00;0.97200;0.97300;0.96980;0.97150;520;0;50
2000.03.24;00:00:00;0.97140;0.97620;0.97120;0.97450;923;0;50
2000.03.24;04:00:00;0.97450;0.97530;0.97160;0.97230;802;0;50
2000.03.24;08:00:00;0.97210;0.97330;0.96900;0.97030;1757;0;50
2000.03.24;12:00:00;0.97010;0.97360;0.96720;0.97250;1674;0;50
2000.03.24;16:00:00;0.97230;0.97710;0.97010;0.97580;1512;0;50
2000.03.24;20:00:00;0.97580;0.97850;0.97460;0.97850;453;0;50
2000.03.27;00:00:00;0.97740;0.97780;0.97580;0.97720;854;0;50
2000.03.27;04:00:00;0.97730;0.97900;0.97680;0.97780;1009;0;50
2000.03.27;08:00:00;0.97770;0.97830;0.97340;0.97370;1358;0;50
2000.03.27;12:00:00;0.97370;0.97470;0.97070;0.97160;1623;0;50
2000.03.27;16:00:00;0.97150;0.97180;0.96320;0.96460;1272;0;50
2000.03.27;20:00:00;0.96440;0.96800;0.96420;0.96730;698;0;50
2000.03.28;00:00:00;0.96730;0.96800;0.96490;0.96660;981;0;50
2000.03.28;04:00:00;0.96650;0.96920;0.96630;0.96810;816;0;50
2000.03.28;08:00:00;0.96790;0.96890;0.96420;0.96650;1616;0;50
2000.03.28;12:00:00;0.96660;0.97020;0.96400;0.96940;1678;0;50
2000.03.28;16:00:00;0.96930;0.96990;0.96000;0.96160;1368;0;50
2000.03.28;20:00:00;0.96150;0.96220;0.96000;0.96040;878;0;50
2000.03.29;00:00:00;0.96050;0.96100;0.95390;0.95750;1162;0;50
2000.03.29;04:00:00;0.95750;0.95910;0.95750;0.95870;774;0;50
2000.03.29;08:00:00;0.95870;0.96030;0.95540;0.95690;1655;0;50
2000.03.29;12:00:00;0.95690;0.95910;0.95540;0.95720;1591;0;50
2000.03.29;16:00:00;0.95700;0.95780;0.94780;0.95370;1469;0;50
2000.03.29;20:00:00;0.95370;0.95410;0.95020;0.95140;683;0;50
2000.03.30;00:00:00;0.95140;0.95400;0.95120;0.95370;748;0;50
2000.03.30;04:00:00;0.95380;0.95470;0.95280;0.95410;573;0;50
2000.03.30;08:00:00;0.95390;0.95780;0.95220;0.95730;1588;0;50
2000.03.30;12:00:00;0.95750;0.95830;0.95100;0.95410;1944;0;50
2000.03.30;16:00:00;0.95400;0.96180;0.95160;0.96100;1367;0;50
2000.03.30;20:00:00;0.96110;0.96240;0.96020;0.96120;609;0;50
2000.03.31;00:00:00;0.96130;0.96320;0.95850;0.95890;748;0;50
2000.03.31;04:00:00;0.95890;0.95970;0.95790;0.95830;668;0;50
2000.03.31;08:00:00;0.95850;0.96010;0.95540;0.95650;1623;0;50
2000.03.31;12:00:00;0.95620;0.95740;0.95280;0.95700;2027;0;50
2000.03.31;16:00:00;0.95680;0.95890;0.95590;0.95760;1274;0;50
2000.03.31;20:00:00;0.95770;0.95830;0.95500;0.95520;489;0;50
2000.04.03;00:00:00;0.95620;0.95750;0.95320;0.95440;707;0;50
2000.04.03;04:00:00;0.95450;0.95500;0.95060;0.95060;918;0;50
2000.04.03;08:00:00;0.95080;0.95470;0.95020;0.95410;1672;0;50
2000.04.03;12:00:00;0.95400;0.95810;0.95280;0.95600;1161;0;50
2000.04.03;16:00:00;0.95580;0.96060;0.95250;0.95630;1338;0;50
2000.04.03;20:00:00;0.95650;0.95930;0.95360;0.95380;464;0;50
2000.04.04;00:00:00;0.95390;0.95680;0.95370;0.95580;461;0;50
2000.04.04;04:00:00;0.95570;0.95750;0.95540;0.95570;538;0;50
2000.04.04;08:00:00;0.95570;0.95710;0.95190;0.95330;1569;0;50
2000.04.04;12:00:00;0.95340;0.95530;0.95240;0.95390;1589;0;50
2000.04.04;16:00:00;0.95400;0.97490;0.95150;0.96620;1589;0;50
2000.04.04;20:00:00;0.96570;0.96770;0.95890;0.96180;811;0;50
2000.04.05;00:00:00;0.96170;0.96320;0.96020;0.96270;820;0;50
2000.04.05;04:00:00;0.96240;0.96430;0.96220;0.96250;912;0;50
2000.04.05;08:00:00;0.96250;0.96630;0.95940;0.96520;1660;0;50
2000.04.05;12:00:00;0.96540;0.97120;0.96460;0.96810;1975;0;50
2000.04.05;16:00:00;0.96850;0.96860;0.96070;0.96270;1417;0;50
2000.04.05;20:00:00;0.96270;0.96490;0.96030;0.96070;577;0;50
2000.04.06;00:00:00;0.96070;0.96250;0.96020;0.96240;576;0;50
2000.04.06;04:00:00;0.96260;0.96310;0.96150;0.96180;624;0;50
2000.04.06;08:00:00;0.96160;0.96420;0.96090;0.96200;1616;0;50
2000.04.06;12:00:00;0.96230;0.96380;0.95720;0.95940;1781;0;50
2000.04.06;16:00:00;0.95950;0.95980;0.95650;0.95880;1341;0;50
2000.04.06;20:00:00;0.95880;0.96040;0.95750;0.95820;531;0;50
2000.04.07;00:00:00;0.95810;0.95850;0.95520;0.95710;578;0;50
2000.04.07;04:00:00;0.95680;0.95780;0.95660;0.95680;764;0;50
2000.04.07;08:00:00;0.95690;0.96010;0.95670;0.95970;1520;0;50
2000.04.07;12:00:00;0.95970;0.96010;0.95370;0.95710;1784;0;50
2000.04.07;16:00:00;0.95720;0.96090;0.95550;0.95640;1343;0;50
2000.04.07;20:00:00;0.95670;0.95690;0.95370;0.95450;609;0;50
2000.04.10;00:00:00;0.95480;0.95640;0.95340;0.95490;547;0;50
2000.04.10;04:00:00;0.95480;0.95700;0.95450;0.95650;588;0;50
2000.04.10;08:00:00;0.95650;0.95800;0.95500;0.95730;1723;0;50
2000.04.10;12:00:00;0.95720;0.96160;0.95600;0.96050;1769;0;50
2000.04.10;16:00:00;0.96030;0.96280;0.95840;0.96110;1067;0;50
2000.04.10;20:00:00;0.96160;0.96300;0.96020;0.96240;557;0;50
2000.04.11;00:00:00;0.96250;0.96300;0.96150;0.96180;541;0;50
2000.04.11;04:00:00;0.96190;0.96340;0.96160;0.96230;617;0;50
2000.04.11;08:00:00;0.96250;0.96430;0.96180;0.96230;2034;0;50
2000.04.11;12:00:00;0.96210;0.96380;0.95840;0.96130;1870;0;50
2000.04.11;16:00:00;0.96170;0.96490;0.95620;0.95940;1530;0;50
2000.04.11;20:00:00;0.95930;0.96050;0.95820;0.95870;625;0;50
2000.04.12;00:00:00;0.95880;0.96000;0.95790;0.95940;572;0;50
2000.04.12;04:00:00;0.95970;0.96050;0.95870;0.95920;630;0;50
2000.04.12;08:00:00;0.95930;0.96070;0.95660;0.95750;2034;0;50
2000.04.12;12:00:00;0.95730;0.95870;0.95470;0.95770;2154;0;50
2000.04.12;16:00:00;0.95770;0.95920;0.95210;0.95600;1654;0;50
2000.04.12;20:00:00;0.95600;0.95930;0.95500;0.95900;567;0;50
2000.04.13;00:00:00;0.95890;0.95950;0.95690;0.95770;577;0;50
2000.04.13;04:00:00;0.95770;0.95870;0.95620;0.95770;802;0;50
2000.04.13;08:00:00;0.95790;0.96020;0.95600;0.95860;2028;0;50
2000.04.13;12:00:00;0.95770;0.95850;0.95140;0.95620;2406;0;50
2000.04.13;16:00:00;0.95600;0.95710;0.95130;0.95290;1154;0;50
2000.04.13;20:00:00;0.95280;0.95530;0.95260;0.95300;336;0;50
2000.04.14;00:00:00;0.95280;0.95380;0.95100;0.95210;670;0;50
2000.04.14;04:00:00;0.95230;0.95470;0.95140;0.95360;732;0;50
2000.04.14;08:00:00;0.95370;0.95680;0.95300;0.95550;1877;0;50
